ID,Number_Of_Wins_This_Season,Number_Of_First_Round_Draft_Picks,Average_Player_Age,Number_Of_Injured_Players,Coach_Experience_Level,Won_Championship
2918,14,2,26,6,1,A
9054,14,2,26,6,2,A
8951,15,2,26,4,2,A
3315,16,2,27,5,1,B
523,15,2,26,4,2,B
2703,14,2,25,5,1,A
2378,14,2,27,4,2,B
3,13,1,27,6,1,A
7130,14,3,26,7,2,B
1672,12,2,27,8,2,A
4316,13,2,26,6,2,B
4021,13,2,26,5,2,A
3635,14,3,26,7,3,A
1299,13,1,26,4,2,A
8914,15,3,25,6,2,B
7449,14,2,26,6,2,A
6425,15,2,26,5,2,A
7960,13,2,26,6,2,B
4076,12,2,27,7,2,A
4090,15,3,26,6,2,B
8845,13,2,26,6,2,B
1553,14,2,26,5,2,B
7374,15,2,26,5,2,A
4226,15,2,26,4,2,A
3682,14,2,26,6,2,B
8916,15,2,26,5,2,B
6215,15,2,26,5,2,A
3607,16,3,27,7,2,B
3884,14,2,27,5,2,B
8079,13,2,27,5,2,A
2544,12,2,26,7,2,A
4795,12,2,27,8,2,A
454,13,1,26,5,2,B
7957,14,2,26,4,2,A
6503,13,2,26,7,2,A
6555,14,3,27,5,2,B
7388,14,2,26,8,2,A
7945,15,2,26,4,2,A
2344,13,3,26,9,2,A
5560,13,2,26,5,2,B
3931,13,1,27,6,1,A
2495,13,2,27,5,2,B
5787,14,1,26,5,1,A
4008,15,3,26,5,3,B
2313,14,2,26,4,2,A
8230,13,2,26,7,1,A
1624,13,1,26,6,1,A
5264,15,4,27,8,3,B
2065,12,3,27,6,3,B
8362,15,2,26,5,2,B
7211,14,2,26,7,2,A
7565,15,3,26,4,3,B
4367,14,1,26,5,1,A
9289,14,3,27,6,3,B
8609,14,2,26,5,2,A
2651,13,2,26,5,2,B
1925,15,3,26,6,3,A
7682,13,2,27,7,2,A
7316,14,2,27,5,2,A
5888,13,2,27,6,2,B
9405,14,2,26,7,2,A
584,15,2,25,5,2,A
6909,14,2,26,5,2,B
7190,15,2,26,5,2,A
8543,16,2,26,3,2,A
8888,13,1,27,4,2,A
6312,12,2,27,4,3,B
2961,16,3,26,8,2,B
9652,16,2,25,5,2,A
4451,13,2,26,7,2,A
1120,15,2,26,3,2,A
6151,14,3,26,5,3,B
2238,14,2,26,7,2,B
785,14,2,26,7,2,B
2478,13,1,27,5,2,A
534,12,1,27,6,1,A
8930,14,2,27,4,2,B
2717,14,3,26,7,2,A
3796,16,2,26,2,2,A
8598,13,1,27,4,2,A
7869,14,2,26,6,2,A
9882,13,2,27,5,2,B
1292,14,2,27,7,2,B
3413,15,2,26,4,2,A
8093,15,3,27,7,2,B
4857,14,2,27,5,2,B
2604,13,2,26,4,2,B
3412,15,2,26,6,2,B
4583,13,3,27,6,3,B
2407,14,3,26,7,2,A
1238,15,3,26,5,2,A
7241,13,2,26,6,2,B
5724,14,1,27,4,1,B
1888,14,2,26,6,2,B
7673,15,2,26,6,2,A
7746,14,2,26,6,2,B
9214,16,3,26,7,2,B
9720,11,1,27,8,1,A
3023,12,2,26,5,2,B
2073,18,3,25,2,2,A
2181,13,2,26,6,2,A
4302,14,3,26,7,2,B
726,14,2,26,6,1,A
9386,14,2,26,6,2,B
429,13,2,26,7,1,A
3683,14,3,26,5,2,A
9801,10,0,27,8,1,B
7633,15,3,26,5,2,B
9074,15,2,26,6,2,A
2842,13,2,26,8,2,A
8464,16,2,27,3,2,A
1871,13,1,26,6,1,A
3480,12,1,27,6,1,A
2614,15,3,26,6,2,B
4012,14,2,26,7,1,A
7372,12,3,26,5,3,B
3102,13,2,26,7,2,B
451,13,2,26,7,2,A
6284,14,3,26,6,3,B
4474,13,3,26,7,2,B
9830,14,2,26,6,1,A
2610,15,2,26,5,2,B
8665,15,2,26,4,2,A
6477,14,3,26,6,2,B
7981,14,2,26,5,2,A
2909,13,2,26,5,2,B
1219,16,3,26,6,2,B
7455,15,2,27,4,2,B
9302,15,3,26,6,2,B
7530,13,3,26,6,3,B
7927,14,2,27,4,2,A
8039,13,3,26,8,2,B
8049,14,2,26,5,2,B
3409,13,2,26,9,2,A
6413,13,1,27,4,2,B
9660,12,2,27,7,2,A
5924,14,2,26,4,2,A
9496,12,1,27,6,1,A
1631,13,2,26,7,2,A
761,14,2,26,4,2,A
6472,14,3,26,6,2,B
7280,15,3,26,7,2,A
5045,14,3,26,5,3,B
1090,14,1,27,4,2,A
1630,14,2,26,5,2,A
5048,14,2,27,5,2,A
1168,16,3,25,4,2,A
1429,15,3,26,5,2,B
5679,12,2,27,3,3,B
2964,15,3,26,6,2,A
7356,14,2,26,7,2,B
3819,14,2,27,3,2,B
9379,15,2,27,7,2,B
2773,15,2,26,3,2,A
3920,13,3,26,7,3,B
2801,15,3,26,6,2,B
406,14,3,26,7,2,B
3476,13,2,27,6,2,A
8328,13,2,26,8,2,B
7279,16,3,25,8,2,B
1216,14,3,26,7,2,B
8134,14,2,27,5,2,A
1730,15,2,28,3,2,B
4615,13,2,27,5,2,B
3806,15,3,26,6,2,B
6747,14,2,28,4,2,B
6280,15,2,26,5,1,A
7446,13,2,27,6,2,A
6069,14,2,26,6,1,A
536,15,3,26,4,2,A
2348,14,2,26,5,1,A
2653,15,2,26,3,2,A
3499,15,1,27,3,1,B
7515,13,1,28,4,2,A
2299,14,2,26,6,2,A
839,15,3,26,7,2,B
703,16,2,26,2,2,A
3916,13,2,27,5,3,B
5669,13,2,26,8,2,A
5488,15,2,26,4,2,A
5557,14,1,27,2,2,B
2507,13,2,27,7,2,B
6015,14,2,26,5,2,A
3206,15,3,26,6,2,A
5377,12,2,27,5,2,B
4142,14,3,26,6,2,B
2025,16,2,26,3,2,A
1056,13,2,27,6,2,A
2162,14,2,27,5,2,A
5450,12,1,27,6,2,A
4836,15,2,26,4,2,A
9323,15,2,25,5,2,A
5502,14,3,26,5,2,B
6025,15,2,26,4,1,A
3060,16,3,26,4,2,A
1108,15,2,27,7,1,A
8388,14,2,26,5,2,A
9961,13,2,26,6,2,B
3754,15,3,27,6,2,A
5599,14,3,26,7,2,B
2843,15,2,26,5,2,A
7881,14,3,26,6,2,A
2591,14,2,27,5,2,A
7322,14,2,27,4,2,A
5813,13,2,26,5,2,B
2458,15,3,26,6,2,B
6692,14,3,26,6,2,B
4019,13,3,27,7,3,B
7453,16,2,26,3,2,A
8717,13,2,27,3,3,B
6038,13,2,26,6,2,B
5169,13,2,27,5,2,A
1199,13,2,27,4,3,B
9171,12,2,27,5,2,B
3764,14,2,26,4,2,B
3524,14,2,26,5,2,A
8326,12,2,27,8,2,A
7380,13,1,26,4,2,B
6034,15,3,26,6,2,B
4753,14,2,27,5,2,A
6880,14,2,27,4,2,A
8986,13,3,26,5,3,B
4985,13,1,27,4,2,B
7858,14,3,26,6,2,B
6262,16,3,25,4,2,A
2702,14,2,26,5,2,A
1064,13,2,27,5,2,A
5720,15,3,26,5,2,B
8595,13,2,26,7,1,A
7221,12,2,26,5,2,B
1496,14,2,27,6,2,A
5164,13,2,27,6,2,A
161,16,2,26,2,2,A
7066,13,2,27,6,2,A
3583,15,3,27,7,2,B
6986,14,2,26,6,2,A
3350,14,3,26,8,2,A
2125,14,3,26,7,2,B
9137,15,2,26,4,2,B
2398,13,1,26,5,2,A
3642,13,1,26,5,1,A
7074,13,2,26,6,2,A
9932,14,2,27,6,2,B
7698,16,2,26,7,1,B
4242,15,1,27,1,2,B
1618,14,3,27,7,2,B
7769,13,2,27,4,3,B
1741,14,2,26,4,2,B
4630,14,2,26,5,2,A
6395,13,2,27,7,2,A
6904,13,3,26,7,2,B
7651,15,2,26,4,2,A
7966,14,2,26,5,2,A
3311,13,3,26,8,2,B
7161,15,2,26,5,2,A
2735,14,2,27,4,2,B
9725,14,3,26,6,2,B
7131,14,3,26,8,2,B
1616,15,2,26,5,2,B
1833,15,2,26,4,2,A
8356,12,1,28,5,2,A
751,13,2,27,6,2,A
5437,13,2,27,7,2,A
4511,13,3,26,5,3,B
4702,13,2,27,5,2,B
5579,13,2,27,6,2,A
5160,13,2,27,6,2,A
7486,14,3,26,6,2,A
1490,13,2,26,5,2,B
8555,13,2,26,8,2,A
8692,15,2,26,4,2,B
4660,14,2,26,5,1,B
4425,14,2,26,6,1,A
5837,14,2,26,6,2,B
8938,13,2,27,6,2,A
6763,12,2,27,7,2,A
6361,13,2,26,5,2,B
5859,15,2,27,5,2,B
8400,14,2,27,5,2,B
8487,14,2,26,6,2,A
8103,13,1,27,3,2,B
1055,15,2,27,5,2,B
8459,12,2,25,7,2,B
1941,14,2,26,6,2,A
1081,15,2,27,6,2,B
8162,13,2,26,4,2,B
1124,14,2,26,7,1,A
4900,14,1,26,5,1,A
4855,12,2,27,9,2,A
4072,15,3,27,7,2,B
869,13,3,27,6,3,B
1983,13,1,28,6,2,A
3817,12,1,27,6,1,A
9935,13,2,27,6,1,A
8398,13,2,26,6,2,A
5363,14,2,27,5,2,B
8324,12,2,27,5,3,B
7395,14,3,26,4,3,B
131,13,2,27,5,2,A
7377,15,2,26,4,2,B
6568,15,2,27,5,2,B
3477,15,2,26,5,2,A
2767,14,2,27,6,2,A
3838,12,1,27,7,2,A
4056,14,3,26,5,2,A
2200,13,2,27,6,2,A
6346,15,3,26,6,2,B
6041,13,3,26,6,2,B
5251,15,2,26,4,2,A
6483,13,2,26,7,2,A
8855,13,2,26,4,2,B
9044,12,1,27,6,2,A
1375,13,2,26,9,2,A
8821,14,3,26,5,2,A
4455,13,3,25,5,3,B
8710,14,3,26,7,2,B
5338,14,2,27,5,2,B
8069,13,1,27,6,2,A
1169,14,3,26,7,2,B
7133,13,2,26,8,2,A
8201,15,3,26,6,2,A
7430,14,2,26,4,2,A
855,16,2,25,3,2,A
2510,14,1,27,4,1,A
7787,15,2,27,4,2,B
8101,14,2,26,4,2,A
2059,15,2,27,4,2,A
1420,13,2,27,6,2,A
3567,14,2,26,5,2,B
2219,14,2,26,6,2,B
3655,15,2,27,3,2,A
8166,15,2,27,6,2,B
742,14,2,26,4,2,A
5139,15,3,26,8,2,B
5981,15,2,26,5,2,A
9122,13,3,26,5,3,A
6953,14,3,27,6,3,B
4947,13,2,26,4,2,B
2534,14,3,26,8,2,B
5412,13,2,27,5,2,B
7284,12,2,27,6,2,A
3787,12,1,27,7,1,A
6533,13,2,26,6,2,A
6735,14,3,27,7,2,B
7864,15,3,26,5,2,B
2239,14,2,26,4,1,A
7083,16,2,26,6,1,B
5354,14,2,27,5,2,B
7145,14,2,26,5,2,A
3745,15,4,26,8,3,B
6934,14,1,27,4,2,A
5383,13,2,26,6,2,A
3070,14,2,27,5,2,A
2993,15,2,27,6,2,B
3792,16,3,26,4,2,A
4689,13,3,26,5,3,B
5227,14,2,26,6,2,A
9686,14,3,26,5,3,B
8754,14,3,27,6,3,B
5144,18,2,26,6,1,B
4087,11,2,26,5,3,B
6356,12,2,27,4,2,B
9812,13,1,25,7,1,A
1801,13,2,27,5,2,B
3120,14,1,26,4,1,A
6156,12,2,27,8,2,A
3816,14,2,27,5,2,A
6918,15,2,26,6,2,B
921,14,2,25,5,2,A
7569,13,2,26,8,2,A
6706,13,3,26,6,2,B
3849,14,3,26,5,2,B
5473,14,2,26,5,2,A
9814,15,3,26,6,2,B
7493,13,1,27,5,1,A
7292,15,2,27,5,2,B
382,13,2,27,6,2,A
3093,14,2,25,8,1,A
5136,13,4,25,7,3,B
7553,13,2,26,7,1,A
66,14,1,27,2,2,A
8174,14,2,27,5,2,A
5489,12,2,26,5,3,A
6757,14,2,27,5,2,B
6128,16,3,25,6,2,A
5154,11,2,27,5,3,B
6902,13,1,27,5,1,A
6225,15,2,25,6,2,A
5935,12,1,27,7,2,B
8932,15,3,26,7,2,B
2027,13,1,27,4,2,A
351,13,2,27,4,3,B
7460,15,3,27,6,2,B
7482,16,3,26,3,3,A
3571,15,2,26,5,2,A
9870,13,2,26,3,2,B
7678,15,3,26,8,2,B
2143,14,2,26,6,2,A
469,12,3,26,6,3,B
4733,16,2,26,4,2,A
9613,14,2,27,7,2,B
4191,16,3,25,4,2,A
9580,14,2,26,6,1,A
1978,14,3,27,7,2,B
1822,13,1,27,7,2,A
2589,14,2,26,5,2,A
3487,14,2,27,6,2,B
1222,13,3,26,6,3,B
8889,15,3,26,5,3,B
4565,11,1,26,3,2,B
9519,13,2,27,5,2,A
8856,14,1,27,3,2,A
4837,15,2,26,5,2,A
5523,13,1,26,6,1,B
5426,14,2,27,5,2,B
6781,16,3,26,5,2,A
5654,13,2,27,7,2,A
4280,14,2,26,5,2,A
181,12,2,27,4,2,B
1726,16,3,26,6,2,B
7031,15,1,26,4,1,B
4860,14,3,27,7,3,B
7017,14,2,27,4,2,B
7571,14,2,26,7,2,A
6266,14,2,26,5,2,A
4851,14,2,27,6,2,B
4528,15,3,26,6,2,B
3079,14,2,26,5,2,A
3510,14,2,26,8,2,A
3090,14,2,26,4,2,B
6174,13,2,26,5,2,B
31,12,2,26,4,2,B
8993,15,2,26,5,2,A
2800,15,2,26,3,2,A
5452,15,3,25,6,2,A
1459,15,2,26,4,2,A
9724,14,3,26,7,2,B
7393,14,2,26,6,2,B
8349,15,2,27,6,2,B
8904,13,2,26,7,2,A
8960,15,2,26,6,2,A
7160,13,3,27,4,3,B
7381,13,2,26,7,2,A
3505,13,3,26,6,2,B
369,15,2,27,4,2,B
219,13,3,26,7,3,B
3205,14,2,26,6,2,A
653,16,3,26,7,2,A
940,14,2,27,5,2,B
9138,12,2,27,5,3,B
5205,14,2,26,5,2,B
5001,14,3,26,7,2,B
7774,14,2,26,6,1,A
9097,13,2,26,5,2,B
4293,16,2,27,6,1,B
1265,13,3,26,6,3,B
5766,14,2,26,6,2,A
5145,15,2,26,5,2,A
9845,14,2,26,8,2,A
3601,14,2,26,4,2,B
4804,13,1,27,6,2,A
242,14,2,27,6,2,B
8643,14,2,26,6,2,A
975,13,1,26,7,1,A
6712,14,1,27,4,2,A
5188,15,3,26,7,2,B
4327,15,2,26,6,2,A
4932,13,3,26,8,2,B
1349,15,3,26,6,2,B
8075,13,2,27,6,2,A
5468,12,2,27,4,2,A
8298,15,2,26,6,2,A
709,15,2,26,5,1,A
922,14,2,26,6,2,A
9577,14,2,27,5,2,A
7009,13,1,27,5,1,A
2762,15,2,26,5,1,A
9231,13,2,27,5,2,A
1042,12,2,26,7,2,B
4326,15,2,27,5,2,B
7668,15,2,26,4,2,A
719,14,3,26,6,3,B
728,14,2,26,5,2,A
6621,13,3,26,8,2,B
1850,13,2,27,6,2,A
5446,15,2,26,6,2,B
5668,14,3,25,5,2,B
6396,15,2,26,4,2,B
4146,13,2,27,6,2,B
9792,14,2,26,4,2,A
544,14,2,26,6,1,A
2061,13,2,27,4,2,B
872,13,2,27,7,1,A
5730,15,2,26,4,2,A
9114,15,3,26,6,2,A
8779,15,2,27,3,2,A
4091,14,2,27,6,2,A
9109,15,2,25,6,2,A
5791,14,3,27,6,2,B
6983,14,1,27,4,1,B
372,15,2,26,4,2,A
7643,13,2,26,5,2,B
7294,14,2,25,6,1,B
3513,14,4,26,7,3,A
8194,14,2,26,6,2,A
3684,16,2,26,5,2,B
8940,13,3,26,7,3,B
2446,14,2,27,4,2,B
6099,13,1,26,7,1,A
5485,14,2,27,6,2,B
7492,15,3,26,7,2,B
7257,13,2,27,4,2,B
9139,13,1,27,7,1,A
5319,11,3,26,6,3,B
7038,14,2,27,4,2,B
4880,14,2,27,4,3,A
8782,13,2,26,6,2,A
4626,15,2,26,5,2,A
1555,14,2,26,5,2,A
4906,14,2,27,6,2,A
1640,12,3,26,5,3,B
9101,13,2,26,5,2,A
7528,14,2,26,5,2,B
2823,14,3,27,6,2,B
9238,14,2,26,5,2,A
7271,13,2,27,5,3,B
5619,13,1,27,6,1,A
8182,13,2,26,5,2,B
2744,13,3,27,5,3,B
1990,13,2,27,6,2,B
475,15,2,26,8,1,A
4249,15,2,27,2,2,B
1606,15,3,27,6,2,B
9904,14,3,26,8,2,B
3627,15,2,26,4,2,A
2682,14,2,26,6,2,B
2275,15,1,27,3,2,A
5237,13,3,26,8,2,A
6869,14,3,26,5,3,B
8513,13,3,26,6,3,B
9890,15,2,27,4,2,B
7390,14,2,26,6,2,A
2543,15,2,26,3,2,B
9448,12,2,26,5,3,B
658,14,2,26,6,1,A
6638,14,1,27,4,1,A
7407,14,2,26,2,2,B
3576,14,2,27,3,2,A
5827,15,2,26,4,2,A
3763,13,3,26,6,3,B
1740,12,3,26,5,3,B
2252,13,2,27,7,2,A
3483,15,3,27,6,2,B
4066,15,3,27,6,2,B
6883,12,2,26,4,3,B
7485,14,2,26,6,2,B
7875,12,1,27,3,2,B
5670,16,3,26,3,2,A
6951,17,3,26,2,2,A
4785,13,3,26,7,3,B
9266,15,3,26,7,2,B
1790,16,3,26,5,3,A
4580,14,2,26,7,2,A
3058,14,2,27,5,2,A
4800,15,2,26,5,2,A
5851,14,3,26,6,2,B
9115,12,2,27,7,2,A
1142,12,1,27,6,2,A
6753,13,2,26,8,1,A
540,15,3,26,6,3,A
7300,13,1,27,4,2,B
4453,12,2,26,4,2,B
3958,15,2,27,6,2,B
1033,13,2,27,5,2,B
2004,14,2,26,5,2,A
1633,13,2,26,7,2,A
463,15,2,27,7,2,B
2014,13,3,26,8,2,A
4374,13,1,27,5,1,A
194,15,2,26,6,2,B
1387,14,2,27,5,2,A
7100,13,3,26,5,3,B
7840,13,2,27,6,2,A
6453,13,2,27,7,2,A
2893,16,3,26,7,2,A
3251,14,1,28,4,2,A
9269,14,2,26,5,2,B
2277,15,2,27,3,2,A
6518,14,2,26,4,2,A
1628,14,2,27,5,2,B
312,13,2,26,5,2,B
2628,17,3,26,5,2,B
8121,14,2,27,4,2,A
4953,13,2,26,5,2,A
1971,14,3,27,5,3,B
2245,14,3,27,6,2,B
2015,16,3,25,3,2,A
9917,14,3,26,6,3,B
2930,15,2,27,5,2,B
37,14,2,26,6,2,A
5469,15,3,26,7,2,B
750,14,2,27,3,2,A
8810,14,2,26,5,2,B
2494,13,2,26,6,2,A
8336,17,3,27,6,2,B
7544,14,2,26,5,2,B
5954,13,2,27,5,2,B
2128,15,2,26,5,2,A
4694,14,3,26,6,2,A
8216,14,3,26,7,3,B
3677,13,2,26,8,2,A
5222,14,2,26,6,2,A
8379,13,1,27,5,2,B
9674,15,3,27,7,3,B
3811,15,3,26,6,2,B
2605,12,3,26,5,3,B
502,13,2,27,6,2,A
321,14,2,27,5,2,A
9181,15,3,27,5,3,A
4000,15,2,27,6,2,B
7942,14,2,27,5,2,A
8581,16,3,26,4,2,A
3126,15,2,27,5,2,B
5527,15,3,26,4,2,A
1287,14,2,25,4,2,B
4706,13,3,26,5,3,B
60,14,3,26,7,2,B
1286,14,1,26,5,1,B
196,13,1,27,5,2,A
2260,15,2,26,4,2,A
5317,14,2,26,5,2,A
8220,13,2,27,7,2,A
4862,12,1,28,5,2,A
5305,13,3,26,5,3,B
8480,15,2,27,2,2,A
6355,12,2,26,5,3,B
7149,14,2,27,3,2,B
1827,15,2,26,3,2,A
9541,14,1,27,4,2,A
2956,14,2,26,4,2,B
2274,15,2,26,5,2,A
23,15,3,26,5,2,A
8376,12,2,27,8,2,A
2825,15,2,26,5,2,B
9434,13,2,27,6,2,A
4024,13,3,26,6,2,B
9523,15,3,26,6,3,B
7417,14,2,26,6,2,A
912,14,1,27,4,2,A
8165,16,3,26,4,2,A
9610,16,2,25,4,2,A
811,14,2,27,6,2,B
1774,14,3,25,6,2,B
3983,14,2,26,5,2,B
7919,14,3,26,6,3,A
4099,13,1,27,3,2,B
2936,14,2,27,4,2,B
7820,15,3,26,6,3,B
2430,13,1,27,4,2,B
7815,14,2,27,5,2,B
6379,12,2,26,8,2,A
792,13,2,26,6,2,A
522,16,3,25,5,2,A
2362,15,2,27,6,2,B
7466,16,3,26,5,2,B
6975,14,2,27,5,2,B
5425,16,2,26,4,2,A
9962,14,3,27,8,2,B
8603,14,2,27,7,2,A
8729,13,3,27,6,3,B
2141,13,3,26,6,3,B
7165,14,2,27,4,2,B
594,15,2,26,6,2,B
655,16,3,25,5,2,A
5900,15,3,26,5,2,A
1428,14,1,27,4,1,A
8899,14,2,27,6,2,B
63,14,3,26,5,2,B
4337,14,3,26,4,3,A
9040,15,2,26,6,2,B
1101,12,2,26,5,3,B
892,12,1,27,7,2,A
2581,13,2,26,7,2,A
6882,15,2,27,4,2,A
6817,14,2,28,5,2,B
7314,13,1,27,4,1,B
1143,17,2,26,2,2,A
3759,13,2,26,7,2,B
9342,13,2,27,5,2,A
2891,14,2,27,6,2,B
3996,16,2,26,3,2,A
3507,14,2,27,3,2,A
1295,13,1,26,6,1,A
8098,13,3,26,7,2,B
674,14,2,26,5,2,B
1262,16,2,26,5,2,B
6966,14,2,26,5,2,B
1178,14,2,26,6,2,B
185,14,2,27,7,2,B
5120,14,3,27,7,2,A
7812,14,2,26,5,2,B
6836,14,2,26,6,2,A
2337,14,2,26,6,2,A
6122,13,2,26,6,2,B
4982,14,1,27,4,1,A
1163,14,3,26,5,3,B
1907,14,2,26,6,2,B
3400,13,2,26,7,1,A
6027,13,2,26,6,2,B
5022,12,2,25,6,2,A
5414,13,1,27,4,2,B
1896,14,2,27,6,2,B
416,14,3,26,7,2,B
2700,13,3,27,5,3,B
314,15,3,26,7,2,B
3739,14,2,26,5,2,A
2641,12,2,26,4,2,B
3749,15,1,26,3,1,A
3132,15,3,27,8,2,B
8424,15,2,26,4,2,A
1729,11,2,27,9,2,A
6044,13,2,26,6,2,B
8154,12,2,26,4,3,B
6077,14,2,27,4,2,A
8919,16,2,26,6,1,B
5146,14,3,27,7,2,B
9273,14,2,27,5,2,B
9387,16,2,26,3,2,A
8384,13,2,26,5,2,B
9073,16,2,27,5,1,B
9002,14,2,26,6,2,A
9819,12,1,27,7,1,A
5561,14,2,26,7,2,A
3748,14,2,26,6,2,A
680,14,3,26,7,2,A
1995,13,1,26,6,1,A
6939,14,2,27,6,2,A
7119,14,3,26,7,2,A
7560,13,2,26,5,2,B
8882,15,2,27,3,2,A
5084,13,2,26,9,2,A
4131,16,2,26,3,2,A
8062,13,1,27,4,2,B
7836,15,2,26,4,2,A
3118,17,3,26,1,2,A
2375,13,2,26,5,3,A
9056,14,2,26,5,2,B
9524,14,2,27,5,2,B
5609,14,2,27,6,2,A
8297,12,2,27,8,2,A
7011,14,3,26,6,2,B
2811,12,2,27,9,1,B
8983,12,2,26,5,3,B
1703,15,2,27,6,2,B
8568,14,2,26,5,2,A
9359,13,2,27,4,2,B
2723,13,2,26,8,2,B
1564,16,3,26,5,2,B
5798,15,2,26,5,2,B
6072,14,2,26,5,2,B
1395,14,2,27,6,2,B
2542,13,2,26,7,2,B
6561,12,1,28,6,2,A
420,14,2,26,5,2,A
8090,13,2,27,4,2,B
2529,13,1,26,5,1,A
3174,14,2,26,5,2,A
528,15,3,26,7,2,B
5403,13,2,27,5,2,A
9297,14,2,27,3,2,B
3552,13,2,27,4,2,B
5333,14,3,26,7,2,B
3164,13,2,26,6,1,A
8227,13,2,26,6,2,A
1184,14,2,26,4,2,A
5686,14,3,26,8,2,B
5978,15,2,25,5,1,A
7795,14,3,26,8,2,B
3443,12,1,27,7,2,A
8863,13,1,27,5,2,A
590,13,2,26,5,2,B
2005,14,2,26,7,2,B
550,13,2,27,3,2,B
5706,15,2,26,6,2,B
7700,15,3,26,6,2,B
1113,14,1,26,5,1,A
8896,14,3,27,6,2,B
2293,12,2,27,7,2,A
9304,15,2,26,4,2,A
597,14,2,26,4,2,B
1318,14,2,26,6,1,A
9950,13,1,27,6,1,A
4428,17,3,26,7,2,B
7415,14,2,28,6,2,B
391,13,2,27,6,2,A
4218,14,2,26,6,2,B
8149,13,2,26,8,2,A
551,15,2,26,4,2,B
4831,14,2,27,5,2,A
8791,15,2,26,5,2,B
8055,15,2,25,6,2,A
3200,14,2,26,4,2,B
5815,14,2,26,5,2,B
5507,14,2,26,7,1,A
4439,16,3,26,3,2,A
6813,15,2,26,3,2,A
2040,14,3,26,8,2,B
7335,13,3,26,5,3,B
6762,14,2,26,7,2,A
7337,14,3,26,5,2,B
9161,15,2,27,6,2,B
570,14,2,26,4,2,A
6067,14,2,26,5,2,A
5923,14,2,26,6,2,A
1364,13,1,27,6,1,A
1447,15,2,27,6,2,B
3150,13,3,27,7,2,A
1029,15,3,27,7,2,B
4843,14,2,26,6,2,A
4463,12,2,26,5,2,B
5691,13,2,26,4,2,A
5641,13,3,26,8,2,B
3183,15,3,27,6,2,B
9876,15,2,26,4,2,A
2134,15,2,26,4,2,B
3348,15,3,26,5,2,A
3649,14,1,27,5,1,B
1749,15,2,27,6,1,B
3447,15,2,26,7,2,B
6293,13,2,27,6,2,B
8843,16,2,26,2,2,A
2120,12,2,27,9,2,A
9225,14,2,27,4,2,A
1043,13,2,27,7,2,B
5744,15,3,27,3,2,A
471,14,2,26,7,2,B
5177,15,3,26,5,2,A
3356,14,2,27,4,2,B
5328,14,3,26,6,3,B
8175,13,2,27,5,3,B
7420,14,3,27,5,3,B
7760,14,2,26,5,2,B
4600,15,2,26,3,2,A
1422,14,2,26,6,2,A
931,16,2,27,5,2,B
7751,14,2,26,5,2,B
8935,13,1,27,3,2,B
6124,13,3,27,5,3,B
6788,15,2,27,5,2,B
4610,12,1,27,6,2,A
4524,12,1,26,7,1,B
1797,15,2,25,5,1,A
5818,13,2,27,7,2,A
509,14,2,26,6,2,A
2080,14,2,26,5,1,A
5074,15,3,26,5,2,A
3747,12,2,27,7,2,A
730,12,2,26,5,2,B
6938,13,2,26,5,2,B
7649,12,1,27,7,2,A
8832,14,2,26,5,2,A
8273,14,2,27,5,2,A
1074,15,3,26,5,2,B
7654,14,2,26,6,2,A
3530,12,1,27,6,2,A
1374,15,3,27,6,2,B
9644,15,2,26,4,2,A
799,13,1,27,4,1,A
3790,14,3,26,6,2,A
5262,13,2,26,6,2,B
5081,14,2,26,5,2,B
8533,13,2,27,4,3,B
6507,15,2,26,5,2,B
7437,14,2,27,7,2,A
9532,15,2,27,4,2,B
4895,14,2,27,5,2,B
2586,13,2,27,4,2,B
1521,14,3,27,6,2,B
8705,15,2,26,5,2,A
810,12,2,27,8,2,A
6831,14,2,26,4,2,A
6688,15,2,27,6,2,B
9463,16,3,26,4,2,A
5871,14,3,26,5,3,B
5288,15,3,26,8,2,B
5186,14,2,27,6,2,A
3595,12,2,26,9,1,A
8689,14,2,26,6,2,A
4892,12,1,27,7,1,A
9466,13,2,26,5,2,B
1989,14,3,26,7,3,B
5014,12,2,26,5,2,B
3072,14,2,26,7,2,A
4480,16,3,26,7,2,B
6295,14,2,27,4,2,B
8264,15,2,27,6,1,B
4517,15,2,26,4,2,A
2986,12,1,27,5,2,A
927,14,2,26,6,2,A
5331,13,2,27,6,2,B
175,15,2,26,4,2,A
972,16,2,26,2,2,A
5040,13,3,26,6,2,B
5910,14,2,26,4,2,A
3380,14,2,26,6,2,B
7338,14,3,26,8,2,A
133,13,2,27,7,2,A
1338,13,2,26,6,2,A
1161,14,2,27,5,2,A
9159,15,2,26,6,2,B
2321,15,3,26,6,2,B
8012,15,2,27,6,2,B
7056,13,2,27,5,2,A
6560,14,2,27,5,2,B
2701,15,4,26,8,3,B
4017,14,2,26,6,2,A
6190,13,1,27,5,1,A
8406,16,2,27,4,2,B
3012,13,1,27,5,1,A
2490,13,2,26,5,2,B
304,15,3,27,5,2,B
2587,12,1,27,6,1,A
3922,14,3,26,5,2,A
9512,12,2,27,8,2,A
6593,13,2,26,6,2,B
2780,13,3,26,6,3,A
7683,14,3,26,7,2,B
6491,16,2,26,3,2,A
9307,14,3,26,6,2,B
5027,14,2,27,5,2,A
6912,16,3,26,8,2,B
1691,13,2,26,5,2,B
1750,13,2,27,6,2,B
